"27
","近畿中央ヤクルト
宝塚保育ルーム
","〒665-0851
宝塚市小林4丁目7-7-101
","(0797)
96-2122
","近畿中央ヤクルト販売
（株）
","8:30
","16:00
","無
","無
","有
","18
","0
","2
","0
","1
",,
"28
","西谷憩いの家託児室
カンガるーむ
","〒669-1211
宝塚市大原野字波坂2-7
","（0797)
91-1234
","社会福祉法人
西谷会
","8:30
","20:00
","有
","有
","有
","10
","1
","2
","0
","2
",,
"29
","（株）OＧＡＷＡＣＯＮＣＥＲＴＯ
キッズルームリトルベア
","〒665-0003
宝塚市湯本町4-25コスモメッドビ
ル3F
","（0797)
57-3500
","（株）ＯＧＡＷＡ
　　　ＣＯＮＣＥＲＴＯ
","7:00
","19:00
","無
","有
","有
","25
","3
","1
","0
","1
",,
"30
","株式会社CYG
HighFiveKidsEnglishDaycare&School
","〒665-0871
宝塚市中山五月台3-7-1メリーヒ
ル中山五月台302
","（0797)
20-5752
","（株）CYG
","8:00
","18:30
","無
","有
","無
","50
","4
","1
","0
","2
",,
"31
","保育所リトルラスカル宝塚湯本園
","〒665-0003
宝塚市湯本町9-18アメニティコート
宝塚湯本２F
","（0797)
69-7677
","飯野康子
","7:30
","19:30
","無
","有
","有
","20
","3
","3
","0
","0
",,
"32
","みどり保育園
","〒669-1515
三田市大原1-11
","(079)
563-3629
","日立オートモティブシステ
ム阪神（株）
","7:50
","17:45
","有
","無
","有
","26
","2
","2
","0
","0
","○
","   ○
(H17.7.1)
"
"33
","特定非営利活動法人
保育ネットワーク・ミルク
","〒669-1512
三田市高次2丁目4-38
","（079）
565-4313
","特定非営利活動法人
保育ネットワーク・
ミルク
","7;00
","19:00
","無
","有
","有
","25
","1
","5
","0
","1
","○
","   ○
(H21.3.4)
"
"34
","蓮の実保育園
","〒669-1413
三田市下槻瀬761
","（079）
569-0873
","鈴木　蓮生
","8:30
","17:00
","無
","有
","無
","12
","1
","1
","1
","0
",,
"35
","保育所ちびっこランド
三田駅前園
","〒669-1529
三田市中央町12-10
","（079）
559-5693
","杉本　美穂子
","7:30
","19:00
","無
","有
","有
","20
","2
","1
","1
","1
",,
"36
","独立行政法人国立病院機構
兵庫中央病院うえの保育園
","〒669-1515
三田市大原1314
","(079)
563-2183
","独立行政法人
国立病院機構
兵庫中央病院
","6:45
","18:00
","無
","有
","有
","53
","6
","5
","0
","1
",,
"37
","医療法人山西会
宝塚三田病院
","〒669-1537
三田市西山2丁目22-10
","(079)
563-4871
","（医）山西会
","8:20
","18:00
","有
","有
","有
","28
","7
","0
","0
","0
",,
