,,,,,,,,,,,,"常勤
","非常勤
","常勤
","非常勤
","特定認可外保
 育施設
"," 国証明
(交付日）
"
,"49
","のぞみ保育園
","〒675-0068
加古川市加古川町中津610-
2
","(079)
423-2585
","建元　東
","8:30
","16:00
","無
","有
","無
","40
","3
","2
","1
","0
",,
,"50
","くみあい保育園
","〒675-0024
加古川市尾上町長田201-4
","(079)
424-6134
","加古川市南農業協同組合
","8:30
","15:45
","無
","無
","無
","180
","6
","0
","0
","3
",,
,"51
","平岡保育園
","〒675-0122
加古川市別府町別府635
","(079)
437-8078
","宗教法人天理教平岡分教
会
","8:00
","17:00
","無
","有
","有
","140
","1
","5
","0
","1
",,
,"52
","永昌寺保育園
","〒675-0009
加古川市神野町西条828
","(079)
438-5354
","宗教法人永昌寺 中原敏
定
","8:30
","16:00
","無
","無
","無
","34
","4
","1
","0
","1
",,
,"53
","メルシィー保育園
","〒675-0023
加古川市尾上町池田765-24
","(079)
424-5514
","大道　直美
","7:00
","20:00
","有
","有
","有
","18
","2
","1
","0
","0
",,
,"54
","ぷちっこはうす保育園
","〒675-0018
加古川市野口町坂元1-3
","(079)
439-5553
","本岡　孝子
","8:00
","18:00
","無
","有
","有
","30
","1
","4
","0
","0
",,
,"55
","都市型保育園ポポラー 兵庫
加古川園
","〒675-0124
加古川市別府町緑町２番地
グリーンプラザ別府南館
","(079)
441-2090
","株式会社タスク・フォース
","7:30
","18:30
","無
","有
","有
","52
","2
","0
","0
","2
","(
","    ○
(H25.12.27)
"
,"56
","ちいろば幼児園&Jキッズ
","〒675-0061
加古川市加古川町大野823
","(079)
423-2729
","NPO法人チャレンジ21
","9:00
","14:00
","無
","有
","有
","32
","4
","2
","0
","3
","○
","   ○
(H26.8.18)
"
,"57
","ちびっこランド 加古川園
","〒675-0064
加古川市加古川町溝之口
501-15
","(079)
422-4152
","秋田大典
","7:30
","18:00
","無
","有
","有
","30
","1
","2
","1
","0
",,
,"58
","りとるきっずクラブ
","〒675-0117
加古川市平岡町一色西2-
114-1
","(079)
490-3219
","石原　智尋
","9:00
","15:00
","無
","無
","無
","93
","2
","5
","0
","0
",,
,"59
","順心リハビリテーション病院
ひまわり保育園
","〒675-0005
加古川市神野町石守1632
","(079)
438-2200
","医療法人社団 順心会
","7:00
","17:45
","有
","有
","有
","30
","5
","3
","0
","0
",,
,"60
","医療法人社団松本会 松本
病院 ひまわり保育園
","〒675-0039
加古川市加古川町粟津234-
7
","(079)
424-0333
","医療法人社団松本会
松本病院
","0:00
","0:00
","有
","有
","有
","20
","3
","1
","0
","0
",,
